cty,01001,AL: Autauga,2021,12,PRCP,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    31.06,    14.80,     2.62,    10.47,     4.04,     8.29,     0.00,     0.00,     0.00,     0.00,     0.00,    13.99,    26.40,     0.00,     1.04,     0.32,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    13.18,     2.90,    17.81
cty,01003,AL: Baldwin County,2021,12,PRCP,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    16.06,     1.96,     4.60,    22.87,     0.90,     4.45,     0.00,     0.00,     0.00,     0.00,     0.02,     9.08,    30.19,     0.61,     0.91,     0.00,     0.01,     0.00,     0.00,     0.00,     0.00,     0.83,     2.05,     1.05,     0.44
cty,01005,AL: Barbour County,2021,12,PRCP,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    17.35,    10.62,     4.30,    11.35,     1.24,     7.71,     0.02,     0.00,     0.00,     0.00,     0.24,     2.93,    29.38,     1.12,     7.48,     2.61,     0.00,     0.00,     0.00,     0.00,     0.00,     0.42,     0.00,     5.57,     2.70
cty,01007,AL: Bibb County,2021,12,PRCP,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    26.44,     3.78,     0.00,     7.66,     3.11,    12.43,     0.00,     0.00,     0.00,     0.00,     0.00,    13.87,    11.35,     0.00,     1.10,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    11.35,     8.17,    18.90
cty,01009,AL: Blount County,2021,12,PRCP,     0.00,     0.00,     0.00,     0.00,     0.46,     2.22,    18.79,     1.15,     0.00,     3.56,     4.26,    17.33,     0.00,     0.00,     0.00,     0.00,     0.77,    17.87,     9.04,     0.00,     0.04,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    31.91,    25.21,     5.20
cty,01011,AL: Bullock County,2021,12,PRCP,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    23.38,    12.16,     6.79,    13.34,     1.75,     7.29,     0.00,     0.00,     0.00,     0.02,     0.41,     4.91,    35.11,     0.23,     3.98,     1.96,     0.00,     0.00,     0.00,     0.00,     0.03,     0.45,     1.30,     5.27,     5.36
cty,01013,AL: Butler County,2021,12,PRCP,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    22.65,     7.21,     3.67,     6.94,     1.22,     5.89,     0.00,     0.00,     0.00,     0.00,     0.00,     9.36,    31.75,     0.00,     0.88,     0.22,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     2.11,     0.89,     1.17
cty,01015,AL: Calhoun County,2021,12,PRCP,     0.00,     0.00,     0.00,     0.00,     0.04,     1.44,    15.50,     5.17,     0.00,     6.88,     2.61,    17.28,     0.00,     0.00,     0.00,     0.00,     0.00,    11.55,    14.28,     0.00,     0.00,     1.36,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    24.67,    39.59,     7.29
cty,01017,AL: Chambers County,2021,12,PRCP,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    16.74,    17.59,     1.57,     9.98,     2.25,    11.01,     0.00,     0.00,     0.00,     0.00,     0.30,     4.36,    26.09,     0.06,     1.67,     3.02,     0.00,     0.00,     0.01,     0.00,     0.00,     0.01,     3.30,    15.39,    21.90
cty,01019,AL: Cherokee County,2021,12,PRCP,     0.00,     0.00,     0.00,     0.00,     0.00,     1.37,    15.51,     5.98,     0.00,     4.75,     1.51,    22.54,     0.00,     0.00,     0.00,     0.00,     0.37,    15.84,    14.01,     0.00,     0.00,     0.87,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    31.25,    39.76,     2.22
cty,01021,AL: Chilton County,2021,12,PRCP,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    30.92,    10.26,     0.56,    10.56,     5.51,    10.12,     0.00,     0.00,     0.00,     0.00,     0.00,    15.10,    20.35,     0.00,     0.83,     0.00,     0.00,     0.00,     0.00,     0.00,     0.04,     0.00,    15.15,     6.51,    24.27
cty,01023,AL: Choctaw County,2021,12,PRCP,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    22.36,     5.59,     0.92,     5.68,     0.00,     8.70,     0.00,     0.00,     0.00,     0.00,     0.00,     9.22,    14.33,     0.00,     2.22,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.01,     4.15,     1.31,     8.14
cty,01025,AL: Clarke County,2021,12,PRCP,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    14.40,     3.84,     2.37,     8.46,     0.49,     5.18,     0.00,     0.00,     0.00,     0.00,     0.00,     8.01,    18.66,     0.00,     0.60,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.46,     2.97,     0.80,     2.40
cty,01027,AL: Clay County,2021,12,PRCP,     0.00,     0.00,     0.00,     0.00,     0.00,     0.09,    21.19,    11.57,     0.47,     9.31,     3.53,    15.21,     0.00,     0.00,     0.00,     0.00,     0.07,    10.30,    20.77,     0.00,     0.34,     1.40,     0.00,     0.00,     0.04,     0.00,     0.00,     0.00,    15.46,    24.50,    20.96
cty,01029,AL: Cleburne County,2021,12,PRCP,     0.00,     0.00,     0.00,     0.00,     0.00,     1.64,    13.89,     8.14,     0.00,     8.36,     2.27,    14.04,     0.00,     0.00,     0.00,     0.00,     0.00,     7.94,    15.50,     0.15,     0.07,     2.77,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    15.71,    42.73,    13.52
cty,01031,AL: Coffee County,2021,12,PRCP,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    16.53,     5.21,     5.05,    13.46,     1.02,     7.07,     0.12,     0.00,     0.00,     0.00,     0.00,     3.37,    29.54,     0.53,     3.99,     0.38,     0.00,     0.00,     0.00,     0.00,     0.02,     0.00,     0.00,     2.93,     1.35
cty,01033,AL: Colbert County,2021,12,PRCP,     0.00,     0.00,     0.00,     0.16,     0.58,    10.82,     7.51,     0.00,     0.00,     1.82,    23.13,     4.40,     0.00,     0.00,     0.00,     0.00,    16.37,     6.98,     2.05,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.01,    14.06,    33.66,     0.37
cty,01035,AL: Conecuh County,2021,12,PRCP,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    20.49,     5.31,     3.05,    15.49,     1.05,     4.89,     0.00,     0.00,     0.00,     0.00,     0.00,     7.49,    39.31,     0.00,     0.49,     0.00,     0.00,     0.00,     0.00,     0.09,     0.00,     0.01,     0.62,     0.95,     1.18
cty,01037,AL: Coosa County,2021,12,PRCP,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    26.24,    11.83,     1.40,     9.93,     4.77,    10.42,     0.00,     0.00,     0.00,     0.00,     0.11,    12.25,    23.32,     0.00,     0.52,     0.23,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    16.74,     8.87,    24.15
