ste,01,Alabama,2023,10,PRCP,     0.00,     0.00,     0.00,     0.00,     0.00,     2.55,     0.26,     0.00,     0.00,     0.00,     0.17,    31.35,     0.72,     0.27,     0.04,     0.30,     0.00,     0.00,     0.00,     0.26,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.03,     0.55
ste,02,Arizona,2023,10,PRCP,     0.56,     1.02,     0.01,     0.00,     0.00,     0.00,     0.00,     0.01,     0.35,     0.11,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.05,     0.00,     0.00,     0.00,     0.00,     0.00,     0.75,     1.29,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00
ste,03,Arkansas,2023,10,PRCP,     0.00,     0.00,     0.00,     0.78,    32.31,     4.53,     0.00,     0.00,     0.00,     0.00,     0.00,     0.02,     0.07,     0.02,     0.02,     0.19,     0.00,     0.00,     0.02,     0.00,     0.00,     0.00,     0.00,     0.09,     0.29,     1.24,     5.69,     3.87,    34.15,    31.92,     0.98
ste,04,California,2023,10,PRCP,     1.32,     0.32,     0.17,     0.04,     0.00,     0.00,     0.00,     0.00,     0.00,     0.86,     2.53,     0.17,     0.00,     0.34,     0.00,     0.04,     0.56,     0.00,     0.00,     0.00,     0.00,     0.38,     2.73,     0.01,     0.15,     1.20,     0.01,     0.00,     0.00,     0.01,     0.00
ste,05,Colorado,2023,10,PRCP,     0.75,     0.66,     7.19,     0.44,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.03,     3.94,     3.39,     0.03,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.06,     0.03,     0.58,     0.81,     7.96,     0.64,     0.00
ste,06,Connecticut,2023,10,PRCP,     2.59,     0.00,     0.00,     0.00,     0.00,     0.00,     1.11,    18.20,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     2.90,     0.02,     0.66,     0.00,     0.01,     0.26,    24.70,    10.87,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.33,    18.20,     5.08
ste,07,Delaware,2023,10,PRCP,     0.28,     0.00,     0.00,     0.00,     0.00,     0.00,     0.06,     0.44,     0.00,     0.54,     0.00,     0.00,     0.00,     0.00,    27.43,     0.32,     0.00,     0.00,     0.00,     0.00,     4.19,     0.51,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.22,     1.70
ste,08,Florida,2023,10,PRCP,    10.36,     9.81,     1.35,     0.23,     0.71,     0.04,     0.00,     0.59,     0.00,     0.14,     0.30,    28.79,    14.85,     0.42,     0.57,     0.01,     0.01,     0.00,     0.01,     0.01,     0.00,     0.00,     0.00,     0.00,     0.02,     0.19,     0.05,     0.07,     0.00,     0.00,     0.00
ste,09,Georgia,2023,10,PRCP,     0.00,     0.00,     0.00,     0.00,     0.00,     0.14,     0.25,     0.00,     0.00,     0.00,     0.02,    35.74,    10.62,     3.00,     0.01,     0.14,     0.03,     0.00,     0.00,     1.18,     0.54,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.04
ste,10,Idaho,2023,10,PRCP,     4.45,     4.22,     2.98,     3.97,     0.14,     0.00,     0.00,     0.00,     0.00,     0.13,     3.06,     3.06,     0.53,     0.01,     0.02,     0.00,     0.43,     0.09,     0.01,     0.00,     0.00,     0.01,     0.59,     0.29,     1.70,     9.43,     1.25,     0.19,     0.00,     0.04,     0.20
ste,11,Illinois,2023,10,PRCP,     0.00,     0.00,     0.00,     0.07,     2.96,     8.47,     0.63,     0.00,     0.00,     0.00,     0.01,     7.77,     0.69,    19.55,     0.99,     0.02,     0.00,     0.00,     3.10,     1.98,     0.00,     0.00,     0.00,     0.00,     4.22,     5.23,     4.76,     3.54,    13.49,     5.87,     0.00
ste,12,Indiana,2023,10,PRCP,     0.00,     0.00,     0.00,     0.00,     1.09,    17.29,     0.62,     0.11,     0.16,     0.00,     0.00,     3.41,     0.26,    14.88,     2.09,     1.15,     0.08,     0.00,     1.30,     9.47,     0.83,     0.52,     0.00,     0.00,     0.11,     1.50,     2.15,     4.51,    16.79,    10.61,     0.13
ste,13,Iowa,2023,10,PRCP,     0.00,     0.00,     0.00,     8.13,     0.00,     0.44,     0.81,     0.00,     0.00,     0.00,     0.31,     7.78,    23.73,    13.40,     0.32,     0.00,     0.00,     0.00,     0.95,     0.09,     0.00,     0.00,     2.08,     0.12,     2.74,     9.92,    10.26,     0.06,     0.67,     0.00,     0.00
ste,14,Kansas,2023,10,PRCP,     0.00,     0.01,     3.62,     9.14,     0.60,     0.00,     0.00,     0.00,     0.00,     0.00,     0.10,     0.03,     1.03,     0.00,     0.06,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.03,    16.53,     8.45,     0.28,     0.04,     6.73,     0.87,     0.00
ste,15,Kentucky,2023,10,PRCP,     0.00,     0.00,     0.00,     0.00,     0.16,     6.76,     0.41,     0.00,     0.12,     0.30,     0.00,     0.00,     0.00,     2.52,     1.79,     1.49,     0.80,     0.00,     0.06,    11.05,     2.33,     0.00,     0.00,     0.00,     0.00,     0.00,     0.24,     2.11,     9.26,    16.44,     3.29
ste,16,Louisiana,2023,10,PRCP,     0.00,     0.00,     0.00,     0.06,     6.23,     7.90,     0.00,     0.00,     0.00,     0.00,     0.51,    10.07,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.02,     3.12,     0.32,     0.06,     2.94,     3.03
ste,17,Maine,2023,10,PRCP,     0.00,     0.02,     0.01,     0.04,     0.02,     0.00,     1.41,    48.26,     3.48,     0.22,     0.10,     2.17,     3.11,     0.98,     0.07,     5.12,     4.14,     0.60,     0.01,     0.00,     4.54,    27.14,    16.45,     0.03,     0.20,     0.36,     2.51,     1.01,     0.33,     1.67,     9.88
ste,18,Maryland,2023,10,PRCP,     0.04,     0.00,     0.00,     0.00,     0.00,     0.06,     2.87,     1.58,     0.00,     0.18,     0.00,     0.00,     0.00,     0.63,    22.90,     0.25,     0.19,     0.02,     0.00,     0.06,     4.77,     0.22,     0.02,     0.00,     0.00,     0.00,     0.00,     0.00,     0.16,     1.44,     1.92
ste,19,Massachusetts,2023,10,PRCP,     2.20,     0.00,     0.00,     0.00,     0.00,     0.01,     1.67,    15.14,     0.05,     0.00,     0.36,     0.00,     0.00,     0.00,     0.17,     0.46,     2.13,     0.17,     0.01,     0.01,    11.70,    24.47,     0.04,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    15.44,     8.93
ste,20,Michigan,2023,10,PRCP,     2.10,     1.74,     0.00,     0.00,     2.80,    10.43,     7.47,     1.82,     0.54,     2.26,     1.73,     0.72,     0.77,     9.65,     2.76,     0.63,     0.05,     0.00,     2.30,     8.46,     2.61,     1.56,     0.01,     1.29,    10.39,     5.14,    12.19,     3.52,     1.67,     3.66,     0.62
ste,21,Minnesota,2023,10,PRCP,     0.10,     0.01,     0.10,    10.86,     2.03,     4.03,     0.96,     0.05,     0.00,     0.01,     0.00,     0.06,    17.91,     8.80,     0.14,     0.00,     0.00,     2.07,     1.38,     0.31,     0.53,     0.66,     2.58,     2.41,     5.63,     7.35,     7.19,     0.33,     0.16,     0.00,     1.72
ste,22,Mississippi,2023,10,PRCP,     0.00,     0.00,     0.00,     0.00,     0.52,     5.62,     0.00,     0.00,     0.00,     0.00,     0.28,    12.34,     0.04,     0.00,     0.00,     0.05,     0.00,     0.00,     0.00,     0.01,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.02,     0.14,     2.07,     2.07
ste,23,Missouri,2023,10,PRCP,     0.00,     0.00,     0.00,     2.40,     9.68,     2.48,     0.01,     0.00,     0.00,     0.00,     1.99,     0.22,     1.98,     1.91,     1.16,     0.28,     0.00,     0.00,     0.50,     0.00,     0.00,     0.00,     0.00,     0.01,     9.24,     7.74,     4.18,     1.54,    20.91,     9.65,     0.00
