cty,01001,AL: Autauga,2023,12,PRCP,     2.34,     1.54,     1.14,     0.00,     0.00,     0.00,     0.00,     0.00,     2.14,    14.07,     0.30,     0.00,     0.00,     0.00,     0.00,     0.00,     1.69,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    20.88,     9.54,     0.00,     0.00,     0.00,     0.00,     0.00
cty,01003,AL: Baldwin County,2023,12,PRCP,     0.73,    43.09,    21.69,     0.00,     0.00,     0.00,     0.00,     0.00,     0.69,    15.10,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     1.75,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.25,    32.24,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00
cty,01005,AL: Barbour County,2023,12,PRCP,     0.82,     7.31,    13.59,     0.20,     0.00,     0.00,     0.00,     0.00,     1.20,    20.60,     6.16,     0.00,     0.00,     0.00,     0.00,     0.00,     5.57,     0.09,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    11.33,    10.48,     0.00,     0.00,     0.00,     0.00,     0.00
cty,01007,AL: Bibb County,2023,12,PRCP,     5.23,     1.74,     1.29,     0.00,     0.00,     0.00,     0.00,     0.00,     1.38,    24.60,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     2.55,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    35.44,    10.57,     0.00,     0.00,     0.00,     0.00,     0.00
cty,01009,AL: Blount County,2023,12,PRCP,     4.06,     7.94,    11.72,     0.00,     0.00,     0.00,     0.00,     0.00,     4.08,    33.75,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     3.46,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    18.23,    21.29,     0.00,     0.00,     0.00,     0.00,     0.00
cty,01011,AL: Bullock County,2023,12,PRCP,     1.15,     4.27,     5.01,     0.00,     0.00,     0.00,     0.00,     0.00,     2.19,    16.74,     4.52,     0.00,     0.00,     0.00,     0.00,     0.00,     3.20,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    13.61,    10.79,     0.00,     0.00,     0.00,     0.00,     0.00
cty,01013,AL: Butler County,2023,12,PRCP,     2.28,     9.01,     3.92,     0.00,     0.00,     0.00,     0.00,     0.00,     1.85,    17.62,     0.72,     0.00,     0.00,     0.00,     0.00,     0.00,     1.71,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    23.27,     5.06,     0.00,     0.00,     0.00,     0.00,     0.00
cty,01015,AL: Calhoun County,2023,12,PRCP,     3.14,     3.19,     4.50,     0.00,     0.00,     0.00,     0.00,     0.00,     5.58,    27.71,     1.41,     0.00,     0.00,     0.00,     0.00,     0.00,     3.55,     0.63,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    17.13,    27.34,     0.04,     0.00,     0.00,     0.00,     0.00
cty,01017,AL: Chambers County,2023,12,PRCP,     1.08,     1.25,     0.86,     0.00,     0.00,     0.00,     0.00,     0.00,     3.08,    15.98,     4.48,     0.00,     0.00,     0.00,     0.00,     0.00,     1.59,     0.27,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     9.99,    15.04,     0.00,     0.00,     0.00,     0.00,     0.00
cty,01019,AL: Cherokee County,2023,12,PRCP,     2.66,     5.43,    15.67,     0.00,     0.00,     0.00,     0.00,     0.00,     9.81,    41.25,     0.97,     0.00,     0.00,     0.00,     0.00,     0.00,     5.14,     1.10,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    18.07,    39.09,     0.77,     0.00,     0.00,     0.02,     0.00
cty,01021,AL: Chilton County,2023,12,PRCP,     3.53,     1.00,     1.02,     0.04,     0.00,     0.00,     0.00,     0.00,     2.00,    18.54,     0.02,     0.00,     0.00,     0.00,     0.00,     0.00,     2.09,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.01,    25.99,    12.82,     0.00,     0.00,     0.00,     0.00,     0.00
cty,01023,AL: Choctaw County,2023,12,PRCP,     7.96,    10.94,     2.63,     0.00,     0.00,     0.00,     0.00,     0.00,     0.49,    24.57,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     1.14,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    36.15,     0.40,     0.00,     0.00,     0.00,     0.00,     0.00
cty,01025,AL: Clarke County,2023,12,PRCP,     5.76,    20.27,     5.03,     0.00,     0.00,     0.00,     0.00,     0.00,     0.40,    21.85,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     1.69,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    40.55,     0.39,     0.00,     0.00,     0.00,     0.00,     0.00
cty,01027,AL: Clay County,2023,12,PRCP,     2.35,     1.31,     1.29,     0.00,     0.00,     0.00,     0.00,     0.00,     4.39,    18.66,     2.14,     0.00,     0.00,     0.00,     0.00,     0.00,     2.22,     0.18,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    15.41,    22.37,     0.00,     0.00,     0.00,     0.00,     0.00
